Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-12408,Oluklu Mukavva Kutu,63961,298,0.89,0.056,17.87,182.3,1412.94,745.08
S-12409,Oluklu Mukavva Kutu,95951,233,0.79,0.088,42.28,230.2,902.83,1294.3
S-12410,Endüstriyel Ambalaj Viyolu,87772,122,0.74,0.052,18.21,197.6,992.42,912.13
S-12411,Endüstriyel Ambalaj Viyolu,70031,99,0.74,0.068,33.96,216.9,544.91,995.6
S-12412,Premium Meyve Viyolu,50172,65,0.81,0.06,21.79,233.9,605.21,726.65
S-12413,Oluklu Mukavva Kutu,39724,273,0.71,0.15,17.97,221.0,2971.26,559.65
S-12414,Oluklu Mukavva Kutu,47767,162,0.89,0.094,22.52,200.1,875.78,697.63
S-12415,Premium Meyve Viyolu,56284,69,0.94,0.096,20.99,228.7,465.95,722.9
S-12416,Endüstriyel Ambalaj Viyolu,31805,119,0.81,0.138,18.95,187.3,939.38,553.06
S-12417,Premium Meyve Viyolu,80165,69,0.87,0.095,28.05,186.7,370.26,966.38
S-12418,Premium Meyve Viyolu,32984,86,0.97,0.073,18.4,183.2,420.13,572.24
S-12419,Premium Meyve Viyolu,31135,67,0.81,0.118,36.39,236.1,474.24,800.84
S-12420,Standart Yumurta Viyolu,15393,50,0.73,0.077,23.93,213.6,494.4,504.49
S-12421,Premium Meyve Viyolu,67788,68,0.92,0.08,28.57,187.7,294.6,952.37
S-12422,Oluklu Mukavva Kutu,34182,202,0.97,0.1,43.24,233.5,516.6,865.32
S-12423,Standart Yumurta Viyolu,97235,50,0.8,0.087,16.36,215.4,671.74,976.64
S-12424,Oluklu Mukavva Kutu,29391,245,0.74,0.094,20.31,219.7,1968.59,533.03
S-12425,Endüstriyel Ambalaj Viyolu,80761,90,0.96,0.096,15.72,209.7,571.97,852.0
S-12426,Oluklu Mukavva Kutu,25923,156,0.87,0.058,39.0,235.5,578.02,781.86
S-12427,Endüstriyel Ambalaj Viyolu,75459,129,0.8,0.054,34.54,212.1,614.7,1021.33
S-12428,Premium Meyve Viyolu,70036,89,0.75,0.051,17.2,193.4,816.02,765.22
S-12429,Oluklu Mukavva Kutu,30454,151,0.79,0.068,37.5,192.3,553.9,808.9
S-12430,Oluklu Mukavva Kutu,94835,225,0.85,0.143,16.12,210.0,2059.36,970.34
S-12431,Endüstriyel Ambalaj Viyolu,47988,128,0.78,0.09,35.41,233.4,709.28,831.71
S-12432,Premium Meyve Viyolu,84086,83,0.78,0.072,20.87,187.8,615.52,889.19
S-12433,Endüstriyel Ambalaj Viyolu,54392,124,0.98,0.126,38.69,186.3,292.04,981.29
S-12434,Standart Yumurta Viyolu,72781,45,0.78,0.108,39.67,226.7,308.62,1005.17
S-12435,Premium Meyve Viyolu,98867,77,0.7,0.138,19.64,231.7,1078.25,940.36
S-12436,Standart Yumurta Viyolu,50380,45,0.71,0.083,41.65,181.5,238.22,944.11
S-12437,Endüstriyel Ambalaj Viyolu,90939,94,0.81,0.067,22.57,232.7,712.57,963.38
S-12438,Endüstriyel Ambalaj Viyolu,56844,85,0.88,0.064,22.78,212.8,551.36,728.91
S-12439,Oluklu Mukavva Kutu,17213,199,0.85,0.127,43.45,186.9,592.98,718.87
S-12440,Premium Meyve Viyolu,46428,66,0.75,0.131,37.8,209.1,434.31,877.48
S-12441,Standart Yumurta Viyolu,20956,53,0.87,0.129,32.21,195.9,291.21,678.9
S-12442,Endüstriyel Ambalaj Viyolu,98744,122,0.86,0.099,26.44,223.1,762.5,1111.65
S-12443,Standart Yumurta Viyolu,77081,51,0.91,0.136,29.01,230.1,352.83,955.7
S-12444,Premium Meyve Viyolu,74286,70,0.9,0.137,41.77,218.6,287.48,1117.79
S-12445,Standart Yumurta Viyolu,97394,50,0.99,0.082,37.33,211.9,137.94,1275.83
S-12446,Endüstriyel Ambalaj Viyolu,29391,125,0.99,0.107,43.13,180.5,251.33,847.19
S-12447,Endüstriyel Ambalaj Viyolu,58448,104,0.92,0.14,15.13,180.0,780.47,680.7
S-12448,Oluklu Mukavva Kutu,11597,222,0.99,0.072,29.18,183.7,411.04,554.9
S-12449,Oluklu Mukavva Kutu,56052,228,0.71,0.084,26.74,239.4,1730.9,759.04
S-12450,Endüstriyel Ambalaj Viyolu,83535,85,1.0,0.129,44.8,238.1,254.28,1195.64
S-12451,Premium Meyve Viyolu,68224,83,0.73,0.094,39.27,210.3,509.75,1070.06
S-12452,Endüstriyel Ambalaj Viyolu,67999,98,0.78,0.138,28.79,192.6,666.46,945.54
S-12453,Premium Meyve Viyolu,65552,83,0.93,0.105,26.46,228.6,432.28,911.47
S-12454,Endüstriyel Ambalaj Viyolu,28293,117,0.73,0.14,16.06,231.8,1915.89,469.48
S-12455,Standart Yumurta Viyolu,28827,48,0.98,0.065,32.01,225.9,182.64,736.16
S-12456,Oluklu Mukavva Kutu,72208,284,0.89,0.126,40.23,225.7,967.14,1069.75
S-12457,Oluklu Mukavva Kutu,18665,246,0.81,0.063,18.64,196.9,1545.4,458.98
S-12458,Standart Yumurta Viyolu,10867,51,0.72,0.07,17.79,183.8,564.46,377.89
S-12459,Oluklu Mukavva Kutu,64331,194,0.99,0.138,41.28,190.6,384.19,1026.38
S-12460,Endüstriyel Ambalaj Viyolu,84437,128,0.93,0.057,31.7,194.9,409.59,1069.95
S-12461,Premium Meyve Viyolu,36117,65,0.87,0.137,34.36,236.8,451.14,718.69
S-12462,Endüstriyel Ambalaj Viyolu,47940,115,0.91,0.089,41.39,238.8,385.08,923.08
S-12463,Endüstriyel Ambalaj Viyolu,15535,99,0.84,0.135,34.36,182.7,463.7,634.08
S-12464,Oluklu Mukavva Kutu,74762,293,0.93,0.083,29.16,227.9,972.49,935.84
S-12465,Endüstriyel Ambalaj Viyolu,39428,81,0.8,0.15,39.76,233.0,538.98,870.66
S-12466,Standart Yumurta Viyolu,30188,49,0.79,0.073,39.9,220.8,276.6,752.62
S-12467,Oluklu Mukavva Kutu,93958,270,0.85,0.103,41.66,202.8,845.52,1273.33
S-12468,Standart Yumurta Viyolu,95696,55,0.92,0.143,42.23,183.4,201.83,1176.49
S-12469,Oluklu Mukavva Kutu,64677,195,0.83,0.114,43.34,186.7,589.12,1051.45
S-12470,Endüstriyel Ambalaj Viyolu,94513,95,0.97,0.146,29.36,186.2,359.68,1129.92
S-12471,Standart Yumurta Viyolu,25644,49,0.81,0.139,44.27,213.5,264.49,836.59
S-12472,Endüstriyel Ambalaj Viyolu,18745,118,0.88,0.094,24.07,184.0,573.94,517.31
S-12473,Oluklu Mukavva Kutu,86161,273,0.86,0.11,33.26,203.3,1109.53,1067.03
S-12474,Endüstriyel Ambalaj Viyolu,43804,120,0.84,0.149,28.19,219.0,846.45,730.28
S-12475,Endüstriyel Ambalaj Viyolu,25674,103,0.96,0.144,44.92,196.9,262.17,898.33
S-12476,Standart Yumurta Viyolu,44018,47,0.87,0.066,40.68,234.6,215.02,880.0
S-12477,Standart Yumurta Viyolu,29154,50,0.74,0.118,24.37,234.6,647.23,634.73
S-12478,Endüstriyel Ambalaj Viyolu,27759,102,0.87,0.055,42.96,217.7,353.54,822.16
S-12479,Premium Meyve Viyolu,16932,68,0.91,0.056,33.95,225.9,308.12,655.9
S-12480,Oluklu Mukavva Kutu,64986,241,0.77,0.148,44.86,184.5,876.72,1094.51
S-12481,Standart Yumurta Viyolu,47992,49,0.91,0.084,44.03,186.1,137.66,956.96
S-12482,Standart Yumurta Viyolu,77353,48,0.8,0.115,18.93,223.0,607.06,882.11
S-12483,Premium Meyve Viyolu,22387,79,0.8,0.102,16.37,236.7,1007.95,479.98
S-12484,Premium Meyve Viyolu,81265,70,0.91,0.106,18.26,235.9,710.3,855.47
S-12485,Oluklu Mukavva Kutu,99780,227,0.85,0.11,24.08,192.0,1037.27,1125.51
S-12486,Oluklu Mukavva Kutu,99842,242,0.82,0.117,35.72,182.8,847.69,1113.54
S-12487,Standart Yumurta Viyolu,80047,54,0.73,0.074,16.55,239.8,824.27,846.38
S-12488,Oluklu Mukavva Kutu,28837,153,0.71,0.122,28.18,227.2,1282.18,664.37
S-12489,Premium Meyve Viyolu,77917,69,0.76,0.128,43.67,214.8,387.74,1208.65
S-12490,Oluklu Mukavva Kutu,73556,255,0.81,0.123,42.83,217.7,981.42,1133.5
S-12491,Oluklu Mukavva Kutu,31368,176,0.76,0.103,20.3,218.1,1641.86,552.26
S-12492,Premium Meyve Viyolu,30257,76,0.94,0.096,20.42,218.8,472.29,548.25
S-12493,Premium Meyve Viyolu,34696,85,0.94,0.134,22.76,199.5,496.14,614.14
S-12494,Standart Yumurta Viyolu,64702,52,0.85,0.116,27.46,217.9,375.25,831.1
S-12495,Standart Yumurta Viyolu,25278,47,0.89,0.109,23.81,189.0,297.82,528.72
S-12496,Standart Yumurta Viyolu,72851,50,0.89,0.141,16.09,194.6,533.57,742.56
S-12497,Oluklu Mukavva Kutu,57522,185,0.83,0.123,22.27,215.7,1336.42,770.0
S-12498,Endüstriyel Ambalaj Viyolu,88335,113,0.76,0.051,36.21,236.2,638.56,1077.66
S-12499,Oluklu Mukavva Kutu,32571,227,0.92,0.143,34.41,238.2,905.6,705.38
S-12500,Standart Yumurta Viyolu,25544,48,0.86,0.088,15.04,223.9,636.13,482.26
S-12501,Premium Meyve Viyolu,28659,82,0.8,0.102,25.8,181.0,497.5,620.08
S-12502,Premium Meyve Viyolu,50295,64,0.72,0.126,15.29,237.5,1224.8,630.69
S-12503,Premium Meyve Viyolu,27067,62,0.72,0.108,25.48,230.6,635.17,583.14
S-12504,Endüstriyel Ambalaj Viyolu,24643,84,0.96,0.087,15.5,203.4,523.74,480.83
S-12505,Standart Yumurta Viyolu,73472,51,0.83,0.056,32.64,225.4,287.0,919.23
S-12506,Standart Yumurta Viyolu,35736,46,0.73,0.07,19.64,208.9,551.85,588.96
S-12507,Standart Yumurta Viyolu,96479,53,0.72,0.11,30.79,211.0,454.81,1132.36
S-12508,Standart Yumurta Viyolu,71483,46,0.71,0.117,25.35,181.1,408.76,850.27
S-12509,Oluklu Mukavva Kutu,15672,166,0.89,0.067,27.39,208.9,727.92,549.71
S-12510,Oluklu Mukavva Kutu,97501,152,0.71,0.145,32.46,227.7,1100.37,1041.31
S-12511,Standart Yumurta Viyolu,26225,54,0.96,0.14,22.16,192.0,330.39,556.19
S-12512,Premium Meyve Viyolu,87018,88,0.8,0.115,36.24,226.7,498.07,1179.78
S-12513,Premium Meyve Viyolu,34219,81,0.99,0.111,36.86,200.7,208.51,810.86
S-12514,Oluklu Mukavva Kutu,13835,173,0.77,0.121,30.64,221.0,1158.27,542.32
S-12515,Premium Meyve Viyolu,46356,90,0.83,0.11,23.73,222.9,721.31,728.35
S-12516,Oluklu Mukavva Kutu,56163,191,0.79,0.116,35.87,222.2,952.74,974.04
S-12517,Premium Meyve Viyolu,76179,78,0.82,0.075,19.71,221.6,732.07,859.9
S-12518,Standart Yumurta Viyolu,22989,54,0.97,0.091,40.4,189.5,158.02,778.08
S-12519,Standart Yumurta Viyolu,79315,48,0.77,0.117,16.3,230.3,806.85,801.94
S-12520,Premium Meyve Viyolu,46943,65,0.77,0.057,29.44,190.2,365.63,803.03
S-12521,Standart Yumurta Viyolu,22934,48,0.8,0.107,23.55,202.7,432.61,561.72
S-12522,Endüstriyel Ambalaj Viyolu,58033,124,0.72,0.083,27.73,212.6,947.61,811.9
S-12523,Premium Meyve Viyolu,67627,81,0.71,0.093,26.47,218.9,734.47,895.72
S-12524,Standart Yumurta Viyolu,33704,50,1.0,0.08,15.93,189.9,239.92,510.73
S-12525,Endüstriyel Ambalaj Viyolu,65586,93,0.73,0.093,25.14,187.4,706.8,836.36
S-12526,Premium Meyve Viyolu,63422,63,0.79,0.121,33.36,205.6,414.97,883.66
S-12527,Oluklu Mukavva Kutu,26202,269,0.88,0.085,21.45,187.0,1208.88,569.91
S-12528,Standart Yumurta Viyolu,78121,47,0.89,0.099,41.18,212.8,225.03,1120.31
S-12529,Endüstriyel Ambalaj Viyolu,57349,125,0.92,0.061,20.33,227.2,742.32,773.16
S-12530,Oluklu Mukavva Kutu,83024,160,0.87,0.113,28.17,220.8,913.02,1051.11
S-12531,Standart Yumurta Viyolu,53006,52,0.79,0.066,27.28,219.7,380.98,840.3
S-12532,Standart Yumurta Viyolu,60434,49,0.88,0.131,15.79,207.0,585.83,746.68
S-12533,Endüstriyel Ambalaj Viyolu,88694,127,0.9,0.102,44.76,183.3,329.86,1232.66
S-12534,Oluklu Mukavva Kutu,68190,207,0.75,0.088,19.67,237.8,1953.39,812.62
S-12535,Endüstriyel Ambalaj Viyolu,48088,107,0.89,0.103,39.47,217.6,434.32,967.04
S-12536,Premium Meyve Viyolu,19123,88,0.97,0.141,30.72,216.5,354.3,599.48
S-12537,Endüstriyel Ambalaj Viyolu,99015,103,0.97,0.124,18.17,238.9,748.68,999.71
S-12538,Premium Meyve Viyolu,11675,81,0.71,0.1,35.96,212.6,577.34,640.83
S-12539,Endüstriyel Ambalaj Viyolu,98092,86,0.81,0.135,19.89,196.3,807.57,979.46
S-12540,Endüstriyel Ambalaj Viyolu,67417,113,0.81,0.131,34.59,206.2,621.74,979.27
S-12541,Standart Yumurta Viyolu,25626,47,0.75,0.113,34.24,226.4,430.16,678.5
S-12542,Endüstriyel Ambalaj Viyolu,62510,124,0.91,0.146,21.45,213.1,864.68,739.0
S-12543,Standart Yumurta Viyolu,32114,46,0.8,0.103,21.96,182.9,362.16,611.65
S-12544,Oluklu Mukavva Kutu,36094,236,0.75,0.082,16.48,237.0,2648.06,559.61
S-12545,Premium Meyve Viyolu,87982,87,0.83,0.14,29.5,214.4,672.39,1043.32
S-12546,Endüstriyel Ambalaj Viyolu,26090,94,0.87,0.077,19.37,216.4,692.91,521.51
S-12547,Endüstriyel Ambalaj Viyolu,75419,97,0.82,0.101,39.81,184.6,413.83,1066.42
S-12548,Oluklu Mukavva Kutu,94388,252,0.89,0.079,40.36,209.6,732.62,1217.77
S-12549,Oluklu Mukavva Kutu,72367,253,0.98,0.086,19.22,199.5,946.84,816.28
S-12550,Endüstriyel Ambalaj Viyolu,77032,97,0.96,0.101,31.96,180.4,284.24,1021.53
S-12551,Premium Meyve Viyolu,69589,63,0.96,0.114,21.88,189.5,341.43,843.31
S-12552,Standart Yumurta Viyolu,42858,52,0.92,0.085,32.62,198.6,214.55,849.61
S-12553,Endüstriyel Ambalaj Viyolu,40254,120,0.89,0.084,15.87,203.7,943.11,586.55
S-12554,Premium Meyve Viyolu,13895,63,0.73,0.138,23.07,194.6,677.67,453.89
S-12555,Standart Yumurta Viyolu,18942,52,0.86,0.099,36.53,199.0,254.21,695.36
S-12556,Standart Yumurta Viyolu,33474,51,0.93,0.116,35.5,208.9,227.43,770.73
S-12557,Oluklu Mukavva Kutu,30019,227,0.96,0.056,19.46,214.6,912.34,552.19
S-12558,Standart Yumurta Viyolu,20029,55,0.98,0.147,33.18,208.9,215.3,678.94
S-12559,Endüstriyel Ambalaj Viyolu,71082,92,0.85,0.142,43.67,235.6,464.17,1072.08
S-12560,Oluklu Mukavva Kutu,96781,277,0.79,0.094,24.43,202.5,1671.43,1068.02
S-12561,Endüstriyel Ambalaj Viyolu,76164,96,0.92,0.131,15.97,182.9,719.9,853.84
S-12562,Oluklu Mukavva Kutu,80848,289,0.87,0.055,22.66,218.3,1589.74,918.48
S-12563,Standart Yumurta Viyolu,14141,51,0.95,0.104,30.51,234.3,275.04,543.26
S-12564,Standart Yumurta Viyolu,60283,52,0.95,0.061,38.84,191.0,156.05,1025.69
S-12565,Oluklu Mukavva Kutu,59327,263,0.76,0.097,35.46,218.0,1316.29,925.05
S-12566,Endüstriyel Ambalaj Viyolu,14716,82,0.86,0.101,16.87,235.3,913.77,396.16
S-12567,Premium Meyve Viyolu,82963,81,0.94,0.072,30.82,194.4,295.71,1092.29
S-12568,Oluklu Mukavva Kutu,31514,275,0.96,0.139,34.46,223.5,767.31,765.56
S-12569,Endüstriyel Ambalaj Viyolu,27627,99,0.89,0.141,27.5,198.9,531.19,578.83
S-12570,Endüstriyel Ambalaj Viyolu,73891,128,0.72,0.1,29.83,215.3,974.05,898.11
S-12571,Standart Yumurta Viyolu,84560,55,0.96,0.146,32.51,182.6,206.87,1041.86
S-12572,Endüstriyel Ambalaj Viyolu,96517,115,0.74,0.067,16.37,234.1,1526.41,958.08
S-12573,Endüstriyel Ambalaj Viyolu,72378,115,0.95,0.129,41.48,238.0,429.81,1084.61
S-12574,Premium Meyve Viyolu,76412,61,0.92,0.057,35.45,221.2,246.0,1074.08
S-12575,Endüstriyel Ambalaj Viyolu,44523,111,0.88,0.051,24.96,183.7,511.59,711.54
S-12576,Endüstriyel Ambalaj Viyolu,90863,123,0.76,0.103,21.12,187.2,923.02,964.88
S-12577,Oluklu Mukavva Kutu,47281,232,0.88,0.053,18.2,213.0,1305.21,647.73
S-12578,Standart Yumurta Viyolu,13689,54,0.87,0.134,36.67,187.9,291.98,672.82
S-12579,Standart Yumurta Viyolu,26803,50,0.71,0.136,42.19,231.0,416.07,823.73
S-12580,Oluklu Mukavva Kutu,86541,156,0.89,0.118,39.19,219.7,577.46,1083.52
S-12581,Oluklu Mukavva Kutu,59882,174,0.97,0.052,35.96,237.3,448.33,971.83
S-12582,Endüstriyel Ambalaj Viyolu,55238,102,0.83,0.081,23.06,205.9,751.48,714.68
S-12583,Endüstriyel Ambalaj Viyolu,56041,83,0.94,0.08,21.41,220.0,504.82,749.78
S-12584,Premium Meyve Viyolu,42455,67,0.7,0.135,30.63,217.3,629.18,737.36
S-12585,Oluklu Mukavva Kutu,87664,171,0.77,0.075,30.12,228.7,1054.77,1114.93
S-12586,Standart Yumurta Viyolu,49965,46,0.86,0.093,44.18,213.6,206.34,945.48
S-12587,Oluklu Mukavva Kutu,32253,155,0.88,0.102,15.23,229.8,1552.67,538.34
S-12588,Oluklu Mukavva Kutu,14899,267,0.72,0.086,43.06,231.8,1148.62,719.24
S-12589,Endüstriyel Ambalaj Viyolu,84455,112,0.83,0.086,35.47,238.0,597.99,1086.92
S-12590,Endüstriyel Ambalaj Viyolu,44946,81,0.97,0.054,43.58,219.9,200.62,913.36
S-12591,Endüstriyel Ambalaj Viyolu,87068,81,0.84,0.083,43.73,229.4,351.68,1233.27
S-12592,Oluklu Mukavva Kutu,59510,296,0.92,0.123,27.75,235.5,1303.75,814.72
S-12593,Endüstriyel Ambalaj Viyolu,52260,116,0.72,0.13,33.65,198.9,748.2,820.44
S-12594,Standart Yumurta Viyolu,74010,46,0.77,0.076,41.27,210.9,258.11,997.53
S-12595,Premium Meyve Viyolu,54035,75,0.76,0.062,41.11,236.4,419.97,940.34
S-12596,Oluklu Mukavva Kutu,31840,226,0.99,0.058,34.31,238.3,531.32,750.87
S-12597,Oluklu Mukavva Kutu,67146,201,0.75,0.07,41.69,234.7,973.69,1080.37
S-12598,Endüstriyel Ambalaj Viyolu,93288,130,0.92,0.116,39.82,221.1,436.92,1214.05
S-12599,Standart Yumurta Viyolu,80232,48,0.92,0.097,23.84,228.1,356.81,933.81
S-12600,Oluklu Mukavva Kutu,44754,162,0.75,0.115,22.33,234.2,1575.42,659.19
S-12601,Oluklu Mukavva Kutu,85172,252,0.94,0.085,43.62,231.0,603.79,1150.24
S-12602,Premium Meyve Viyolu,91863,83,0.97,0.147,17.11,208.3,560.05,926.31
S-12603,Standart Yumurta Viyolu,85784,46,0.81,0.082,31.08,219.7,321.57,1068.13
S-12604,Oluklu Mukavva Kutu,45830,167,0.94,0.118,41.67,207.0,423.24,879.15
S-12605,Endüstriyel Ambalaj Viyolu,65981,93,0.98,0.122,42.85,227.8,262.11,1074.11
S-12606,Oluklu Mukavva Kutu,20048,227,0.79,0.147,24.58,185.6,1472.86,565.1
S-12607,Oluklu Mukavva Kutu,66742,288,0.79,0.08,29.07,181.3,1118.55,940.24
S-12608,Oluklu Mukavva Kutu,36224,256,0.96,0.13,34.84,199.5,590.7,799.34
S-12609,Endüstriyel Ambalaj Viyolu,42933,119,0.8,0.135,29.51,230.0,901.35,763.41
S-12610,Endüstriyel Ambalaj Viyolu,98022,128,0.85,0.102,21.46,223.1,994.37,981.66
S-12611,Premium Meyve Viyolu,12438,80,0.87,0.141,30.79,188.2,413.23,573.78
S-12612,Premium Meyve Viyolu,85608,75,0.76,0.053,30.4,185.1,418.2,1039.04
S-12613,Premium Meyve Viyolu,96613,90,0.92,0.058,21.73,220.4,524.05,1061.91
S-12614,Endüstriyel Ambalaj Viyolu,45118,120,0.86,0.146,37.43,231.0,678.33,792.61
S-12615,Endüstriyel Ambalaj Viyolu,84202,126,0.88,0.082,32.11,194.2,488.71,1010.69
S-12616,Standart Yumurta Viyolu,78454,48,0.92,0.142,28.73,218.6,342.16,988.45
S-12617,Oluklu Mukavva Kutu,70619,187,0.94,0.076,30.88,237.6,708.49,926.91
S-12618,Premium Meyve Viyolu,29722,83,0.99,0.08,40.84,236.0,218.41,827.67
S-12619,Oluklu Mukavva Kutu,67067,255,0.8,0.054,39.94,231.0,885.63,1088.48
S-12620,Oluklu Mukavva Kutu,18444,202,0.72,0.125,36.8,234.8,1319.47,696.15
S-12621,Endüstriyel Ambalaj Viyolu,44987,98,0.92,0.113,27.81,234.1,531.36,795.91
S-12622,Premium Meyve Viyolu,43612,81,0.73,0.079,31.31,196.5,517.37,731.98
S-12623,Premium Meyve Viyolu,63197,67,0.75,0.13,29.53,214.4,571.44,854.17
S-12624,Standart Yumurta Viyolu,29655,48,0.82,0.131,38.1,193.4,258.57,789.21
S-12625,Standart Yumurta Viyolu,42189,49,1.0,0.145,31.9,221.9,206.1,804.07
S-12626,Endüstriyel Ambalaj Viyolu,73620,115,0.91,0.146,32.89,218.2,581.58,1029.12
S-12627,Endüstriyel Ambalaj Viyolu,65314,121,0.92,0.073,26.14,188.8,403.69,872.0
S-12628,Standart Yumurta Viyolu,36475,47,1.0,0.111,38.59,200.0,133.76,857.05
S-12629,Oluklu Mukavva Kutu,27882,157,0.91,0.079,31.46,218.0,641.28,683.36
S-12630,Oluklu Mukavva Kutu,46408,290,0.97,0.147,35.02,238.3,899.47,867.53
S-12631,Premium Meyve Viyolu,94448,87,0.83,0.074,15.13,191.3,740.1,889.7
S-12632,Standart Yumurta Viyolu,73680,45,0.93,0.133,44.26,218.5,175.24,1113.2
S-12633,Standart Yumurta Viyolu,21000,50,0.77,0.071,27.28,239.5,479.22,563.76
S-12634,Oluklu Mukavva Kutu,18333,254,0.81,0.096,19.46,204.3,1761.12,454.7
S-12635,Oluklu Mukavva Kutu,98037,173,0.73,0.129,32.0,223.4,1090.88,1083.5
S-12636,Endüstriyel Ambalaj Viyolu,28423,95,0.73,0.102,30.44,208.1,706.63,683.99
S-12637,Standart Yumurta Viyolu,84838,53,0.93,0.064,33.66,184.8,177.76,1140.59
S-12638,Standart Yumurta Viyolu,78414,55,0.74,0.136,33.42,201.3,433.17,1010.55
S-12639,Oluklu Mukavva Kutu,75070,173,0.98,0.11,44.15,188.2,349.71,1152.01
S-12640,Premium Meyve Viyolu,88619,63,0.86,0.059,32.49,216.7,342.98,1120.47
S-12641,Oluklu Mukavva Kutu,53160,299,0.93,0.116,21.47,204.3,1356.32,699.53
S-12642,Endüstriyel Ambalaj Viyolu,40924,107,0.79,0.073,30.17,216.4,655.41,711.47
S-12643,Premium Meyve Viyolu,28910,63,0.83,0.083,31.97,226.9,422.77,711.99
S-12644,Premium Meyve Viyolu,38063,68,0.93,0.089,37.55,203.2,252.48,759.47
S-12645,Endüstriyel Ambalaj Viyolu,63526,96,0.8,0.092,29.77,231.4,600.95,903.54
S-12646,Standart Yumurta Viyolu,74272,53,0.77,0.091,30.47,224.8,427.82,952.94
S-12647,Oluklu Mukavva Kutu,24806,231,0.81,0.086,26.75,227.6,1356.31,552.99
S-12648,Endüstriyel Ambalaj Viyolu,72240,123,0.89,0.073,36.56,212.8,487.89,1018.79
S-12649,Premium Meyve Viyolu,46403,88,0.77,0.138,31.83,216.6,673.05,810.02
S-12650,Premium Meyve Viyolu,57578,75,0.88,0.125,28.0,212.8,493.88,813.14
S-12651,Oluklu Mukavva Kutu,50392,155,0.7,0.078,32.52,215.7,947.32,889.25
S-12652,Standart Yumurta Viyolu,96798,45,0.85,0.123,29.96,216.5,338.23,1147.11
S-12653,Premium Meyve Viyolu,43158,77,0.82,0.05,33.4,181.8,345.76,801.94
S-12654,Endüstriyel Ambalaj Viyolu,50536,120,0.86,0.077,38.59,196.2,443.83,965.22
S-12655,Oluklu Mukavva Kutu,99816,181,0.75,0.141,21.02,239.4,2054.15,1065.57
S-12656,Premium Meyve Viyolu,67986,72,0.94,0.076,28.33,219.5,366.04,882.05
S-12657,Standart Yumurta Viyolu,61508,49,0.89,0.061,38.43,223.2,212.42,998.01
S-12658,Oluklu Mukavva Kutu,21829,210,0.78,0.089,23.4,193.7,1293.36,567.7
S-12659,Oluklu Mukavva Kutu,37575,191,0.87,0.073,42.54,191.5,488.67,896.73
S-12660,Endüstriyel Ambalaj Viyolu,92752,100,0.76,0.082,15.21,220.9,1318.8,884.15
S-12661,Endüstriyel Ambalaj Viyolu,14440,97,0.81,0.098,43.97,194.5,406.41,765.85
S-12662,Standart Yumurta Viyolu,74447,52,0.77,0.1,25.51,226.3,508.33,994.19
S-12663,Endüstriyel Ambalaj Viyolu,53610,125,0.93,0.074,37.61,231.9,441.53,933.63
S-12664,Endüstriyel Ambalaj Viyolu,23159,90,0.82,0.148,26.39,218.3,787.46,606.53
S-12665,Oluklu Mukavva Kutu,76366,166,0.72,0.126,38.24,220.3,979.67,994.87
S-12666,Oluklu Mukavva Kutu,65164,290,0.73,0.097,22.31,200.9,1920.91,791.92
S-12667,Oluklu Mukavva Kutu,69409,157,0.72,0.142,30.91,203.8,1207.65,964.92
S-12668,Standart Yumurta Viyolu,94066,55,0.98,0.068,23.87,238.5,278.79,1015.64
S-12669,Premium Meyve Viyolu,92595,74,0.74,0.053,44.7,196.7,308.01,1262.8
S-12670,Premium Meyve Viyolu,10403,72,0.72,0.098,27.19,216.4,669.23,511.82
S-12671,Premium Meyve Viyolu,92352,69,0.86,0.119,41.89,188.8,279.55,1210.85
S-12672,Oluklu Mukavva Kutu,85472,171,0.74,0.101,24.64,205.4,1179.63,974.9
S-12673,Standart Yumurta Viyolu,30686,48,0.8,0.103,43.4,203.5,251.62,818.96
S-12674,Premium Meyve Viyolu,87858,81,0.74,0.073,33.54,184.0,479.74,1061.03
S-12675,Endüstriyel Ambalaj Viyolu,51864,108,0.83,0.052,44.57,202.0,346.04,1035.53
S-12676,Endüstriyel Ambalaj Viyolu,27499,96,0.84,0.089,25.28,181.3,549.75,595.02
S-12677,Premium Meyve Viyolu,87728,86,0.91,0.065,32.73,233.5,377.68,1102.75
S-12678,Oluklu Mukavva Kutu,46935,200,0.96,0.08,28.62,211.6,636.1,715.16
S-12679,Standart Yumurta Viyolu,64328,50,0.84,0.11,29.38,236.1,396.63,857.84
S-12680,Premium Meyve Viyolu,61576,88,0.98,0.058,33.29,220.9,287.53,921.76
S-12681,Endüstriyel Ambalaj Viyolu,84762,94,0.75,0.135,19.2,204.0,1063.76,872.9
S-12682,Standart Yumurta Viyolu,13010,53,0.9,0.144,37.18,212.5,283.75,670.42
S-12683,Premium Meyve Viyolu,21662,74,0.87,0.11,27.3,230.3,536.76,557.38
S-12684,Premium Meyve Viyolu,44312,82,0.92,0.14,41.52,210.5,305.86,965.53
S-12685,Premium Meyve Viyolu,16525,72,0.84,0.141,42.92,233.7,412.38,756.73
